split	source	reference	greedy	beam
uqa_valid	<ans> سنگلیٹ </ans> آکسیجن مالیکیولر O 2 کی کئی اعلی توانائی کی پرجاتیوں کو دیا جانے والا ایک نام ہے جس میں تمام الیکٹران اسپن جوڑے ہوئے ہیں۔	آکسیجن کی ایک ایسی شکل کا نام کیا ہے جس میں الیکٹرانوں کا جوڑا ہوتا ہے؟	کون سا عنصر اس کی توانائی کی پرجاتیوں کو اعلی سطح پر مشتمل ہے؟	کس قسم کی میموری والی پرجاتیوں کی پرجاتیوں کو غلبہ رکھتی ہے؟
uqa_valid	<ans> سنگلیٹ آکسیجن </ans> مالیکیولر O 2 کی کئی اعلی توانائی کی پرجاتیوں کو دیا گیا ایک نام ہے جس میں تمام الیکٹران اسپن جوڑے ہوئے ہیں۔	آکسیجن کی ایک ایسی شکل کا نام کیا ہے جس میں الیکٹرانوں کا جوڑا ہوتا ہے؟	کون سا گروپ انتہائی مخلوقات کی پرجاتیوں کو پرجاتیوں کے طور پر درج کرتا ہے؟	کس قسم کی میموری والی پرجاتیوں کی سب سے زیادہ مقدار میں ہے؟
uqa_valid	یہ مالیکیولر آکسیجن کے مقابلے میں عام <ans> نامیاتی مالیکیولز </ans> کے خلاف بہت زیادہ رد عمل کا حامل ہے۔	سنگل آکسیجن کس چیز پر زیادہ رد عمل ظاہر کرتا ہے؟	لکڑی کے مقابلے میں زیادہ تر کیمیائی رد عمل کس چیز کے خلاف رد عمل کا رد عمل ہے؟	لکڑی کے مقابلے میں عام طور پر زیادہ رد عمل کیا ہے؟
uqa_valid	یہ مالیکیولر آکسیجن کے مقابلے میں <ans> عام نامیاتی مالیکیولز </ans> کی طرف بہت زیادہ رد عمل کا حامل ہے۔	سنگل آکسیجن کس چیز پر زیادہ رد عمل ظاہر کرتا ہے؟	زیادہ تر حالات میں زیادہ رد عمل کیا ہے؟	لکڑی کے مقابلے میں زیادہ رد عمل کیا ہے؟
uqa_valid	فطرت میں ، سنگل آکسیجن عام طور پر سورج کی روشنی کی توانائی کا استعمال کرتے ہوئے ، <ans> فوٹو سنتھیسس </ans> کے دوران پانی سے تشکیل پاتی ہے۔	عام طور پر سنگل آکسیجن کس عمل میں بنتی ہے؟	فطرت میں، سورج کی روشنی کی تشکیل کا استعمال کس چیز سے تشکیل دیا جاتا ہے؟	فطرت میں سورج کی روشنی کا استعمال کرتے ہوئے کیا تشکیل دیا جاتا ہے؟
uqa_valid	یہ مختصر طول موج کی روشنی کے ذریعہ <ans> اوزون کے فوٹولیسس </ans> کے ذریعہ اور مدافعتی نظام کے ذریعہ فعال آکسیجن کے ذریعہ بھی تیار کیا جاتا ہے۔	ٹروپوفیر میں سنگل آکسیجن کس عمل سے بنائی جاتی ہے؟	مختصر لہر کی روشنی کی طرف سے تیار کردہ روشنی کی روشنی کی ذریعہ کیا ہے؟	مختصر لہر کی روشنی کی طرف سے تیار کردہ روشنی کی روشنی کی ذریعہ کیا ہے؟
uqa_valid	یہ ٹروپوسفیئر میں <ans> مختصر طول موج کی روشنی کے ذریعہ اوزون کے فوٹولیسس </ans> کے ذریعہ اور مدافعتی نظام کے ذریعہ فعال آکسیجن کے ذریعہ بھی تیار کیا جاتا ہے۔	ٹروپوفیر میں سنگل آکسیجن کس عمل سے بنائی جاتی ہے؟	ٹروڈوسفیئر کس چیز ذریعہ تیار کرتا ہے؟	ٹروڈوسفیئر کس چیز ذریعہ تیار کرتا ہے؟
uqa_valid	یہ مختصر طول موج کی روشنی کے ذریعہ اوزون کے <ans> فوٹولیسس </ans> کے ذریعہ اور مدافعتی نظام کے ذریعہ فعال آکسیجن کے ذریعہ بھی تیار کیا جاتا ہے۔	ٹروپوفیر میں سنگل آکسیجن کس عمل سے بنائی جاتی ہے؟	مختصر لہر کی روشنی کے ذریعہ اوزون کی طرف سے تیار کردہ روشنی کی روشنی کی ذریعہ کیا ہے؟	مختصر لہر کی روشنی کے ذریعہ اوزون کے ذریعہ تیار کردہ اوزون کا ذریعہ کیا ہے؟
uqa_valid	فوٹو سنتھیسٹک حیاتیات (اور ممکنہ طور پر جانوروں میں بھی) میں <ans> کیروٹینائڈس </ans> سنگل آکسیجن سے توانائی کو جذب کرنے اور ٹشووں کو نقصان پہنچانے سے پہلے اسے غیر متحرک زمین کی حالت میں تبدیل کرنے میں اہم کردار ادا کرتے ہیں۔	حیاتیات میں کون سی اشیاء نقصان کو روکنے کے لئے سنگل آکسیجن کو جذب کرتی ہیں؟	فوٹو سنتھیس حیاتیات کو جذب کرنے کے لئے کیا استعمال کرتے ہیں؟	فوٹو سنتھیس میں حیاتیات کو جذب کرنے میں کیا مدد کرتا ہے؟
uqa_valid	<ans> پالیوکلیماٹولوجسٹ </ans> سمندری حیاتیات کے شیلوں اور کنکالوں میں آکسیجن 18 اور آکسیجن 16 کے تناسب کی پیمائش کرتے ہیں تاکہ یہ طے کیا جاسکے کہ لاکھوں سال پہلے آب و ہوا کیسی تھی (آکسیجن آئسوٹوپ تناسب سائیکل دیکھیں) ۔	سائنسدانوں کا کون سا گروپ سمندری جانوروں میں آکسیجن کی مقدار کی پیمائش کرنے کی کوشش کرتا ہے؟	سمندری حیاتیات کے کس مرحلے میں سمندری زندگی کے دوران اور 1673 میں پیدا ہوا ہے؟	کون سا سمندری حیاتیات سب سے پہلے آب و ہوا کا تعین کرتا ہے؟
uqa_valid	قدیم آب و ہوا کے ماہرین سمندری حیاتیات کے شیلوں اور کنکالوں میں آکسیجن 18 اور آکسیجن 16 کے تناسب کی پیمائش کرتے ہیں تاکہ یہ طے کیا جاسکے کہ لاکھوں سال پہلے <ans> آب و ہوا </ans> کیسی تھی (دیکھیں آکسیجن آئسوٹوپ تناسب سائیکل) ۔	قدیم آب و ہوا کے ماہرین موسم کی کس خصوصیت کے بارے میں معلومات چاہتے ہیں ؟	سال میں کس قسم کی آب و ہوا کی پیمائش کی گئی تھی؟	پہلے سال میں کس قسم کی آب وسی تھی؟
uqa_valid	یہ عدم مساوات کم <ans> درجہ حرارت </ans> پر بڑھ جاتی ہے۔	قدیم آب و ہوا کے ماہرین موسم کی کس خصوصیت کے بارے میں معلومات چاہتے ہیں ؟	ایک فائل کے لئے ایک اور کم درجہ حرارت کیا ہے؟	عدم مساوات کی عدم مساوات کا تعین کس چیز پر کیا جاتا ہے؟
uqa_valid	قدیم آب و ہوا کے ماہرین سمندری حیاتیات کے شیلوں اور کنکالوں میں آکسیجن 18 اور آکسیجن 16 کے تناسب کی پیمائش کرتے ہیں تاکہ یہ طے کیا جاسکے کہ <ans> لاکھوں سال پہلے آب و ہوا کیسی تھی </ans> (آکسیجن آئسوٹوپ تناسب سائیکل ملاحظہ کریں) ۔	قدیم آب و ہوا کے ماہرین موسم کی کس خصوصیت کے بارے میں معلومات چاہتے ہیں ؟	قدیم زمین کے ماہرین کے ذرائع کے ذرائع کی درجہ بندی کیا ہے؟	قدیم یونان کی آب و ہوا کی درجہ بندی کیا ہے؟
uqa_valid	سمندری پانی کے مالیکیول جن میں ہلکا آئسوٹوپ ، آکسیجن 16 ہوتا ہے وہ پانی کے مالیکیولوں کے مقابلے میں تھوڑا سا تیز رفتار سے بخارات بن جاتے ہیں جن میں <ans> 12٪ </ans> بھاری آکسیجن 18 ہوتا ہے۔	آکسیجن 18 آکسیجن 16 سے کتنا بھاری ہے؟	پانی کے مقابلے میں پانی کے مقابلے میں پانی کا کتنا فیصد ماحول میں ہے؟	سمندری پانی کے مقابلے میں پانی کے مقابلے میں برفانی پانی کے مقابلے میں پانی کا کتنا فیصد گر جاتا ہے؟
uqa_valid	کم عالمی درجہ حرارت کے دوران ، اس بخارات والے پانی سے برف اور بارش آکسیجن 16 میں زیادہ ہوتی ہے ، اور پیچھے رہ جانے والا سمندری پانی <ans> آکسیجن 18 </ans> میں زیادہ ہوتا ہے۔	سمندری جانور کس قسم کی آکسیجن زیادہ مقدار میں حاصل کرتے ہیں جب آب و ہوا ٹھنڈی ہوتی ہے؟	پانی کے پانی کے پانی کی فراہمی کس سال میں ہوتی ہے؟	پانی کے پانی کے پانی کی فراہمی کس سال میں ہوتی ہے؟
uqa_valid	کم عالمی درجہ حرارت کے دوران ، اس بخارات والے پانی سے برف اور بارش میں <ans> آکسیجن 16 </ans> زیادہ ہوتا ہے ، اور پیچھے رہ جانے والا سمندری پانی آکسیجن 18 میں زیادہ ہوتا ہے۔	سمندری جانور کس قسم کی آکسیجن زیادہ مقدار میں حاصل کرتے ہیں جب آب و ہوا ٹھنڈی ہوتی ہے؟	درجہ حرارت کے پانی کے ساتھ ساتھ، کتنے پانی کے پانی کے پانی کے نیچے بادلوں میں زیادہ گرم ہوتا ہے؟	درجہ حرارت کے پانی کے ساتھ ساتھ، میامی میں کتنی بارش ہوتی ہے؟
uqa_valid	<ans> کم عالمی درجہ حرارت </ans> کے ادوار کے دوران ، اس بخارات والے پانی سے برف اور بارش آکسیجن 16 میں زیادہ ہوتی ہے ، اور پیچھے رہ جانے والا سمندری پانی آکسیجن 18 میں زیادہ ہوتا ہے۔	کس قسم کی آب و ہوا کے دوران سمندر کے پانی میں آکسیجن 18 کی سطح زیادہ ہوتی ہے؟	کس درجہ حرارت کے دوران پانی کے پانی کی درجہ حرارت ہوتی ہے؟	کس درجہ حرارت کے دوران پانی کی بخارات بادل ہوتی ہے؟
uqa_valid	<ans> کم عالمی درجہ حرارت کے ادوار </ans> کے دوران ، اس بخارات کے پانی سے برف اور بارش آکسیجن 16 میں زیادہ ہوتی ہے ، اور پیچھے رہ جانے والا سمندری پانی آکسیجن 18 میں زیادہ ہوتا ہے۔	کس قسم کی آب و ہوا کے دوران سمندر کے پانی میں آکسیجن 18 کی سطح زیادہ ہوتی ہے؟	پانی کے پانی کے پانی کے لئے زیادہ درجہ حرارت کیا ہے؟	پانی کے پانی میں پانی کی درجہ حرارت کیا ہے؟
uqa_valid	یہ تفاوت <ans> کم درجہ حرارت </ans> پر بڑھتا ہے۔	کس قسم کی آب و ہوا کے دوران سمندر کے پانی میں آکسیجن 18 کی سطح زیادہ ہوتی ہے؟	تفاوت کس چیز پر واقع ہے؟	تفاوت کس چیز پر واقع ہے؟
uqa_valid	آکسیجن دو سپیکٹرو فوٹو میٹرک جذب بینڈ پیش کرتا ہے جو لہر کی لمبائی <ans> 687 اور 760 این ایم </ans> پر چوٹی پر ہوتا ہے۔	کس طول موج پر سپیکٹروفوٹومیٹرک بینڈ کی چوٹی ہوتی ہے؟	دو دو قسم کے بینڈ پر لہر کی لمبائی کی لمبائی کیا ہے؟	دو قسم کی دو لہریں کیا ہیں؟
uqa_valid	لیکن یہ عالمی پیمانے پر سیٹلائٹس سے <ans> کاربن سائیکل </ans> کی نگرانی کا ایک ممکنہ طریقہ تجویز کیا گیا ہے۔	کس واقعے کی نگرانی کے لئے پودوں سے تابکاری کی پیمائش معلومات فراہم کرے گی؟	کون سا منصوبہ بند کرس کی نگرانی کرتا ہے؟	کس قسم کی جانچ پڑتال کی منصوبہ بندی کی گئی ہے؟
uqa_valid	کچھ ریموٹ سینسنگ سائنسدانوں نے ان بینڈوں میں پودوں کی چھتریوں سے آنے والی تابکاری کی پیمائش کا استعمال کرتے ہوئے سیٹلائٹ پلیٹ فارم سے <ans> پودوں کی صحت کی حیثیت </ans> کی خصوصیات پیش کرنے کی تجویز پیش کی ہے۔	کس واقعے کی نگرانی کے لئے پودوں سے تابکاری کی پیمائش معلومات فراہم کرے گی؟	کچھ سائنسدانوں نے تابکاری کی پیمائش کی پیمائش کی پیمائش کی پیمائش کی پیمائش کی پیمائش کی پیمائش کی پیمائش کرنے کے لئے کیا استعمال کیا؟	کچھ سائنسدان کس چیز کی خصوصیت کی پیمائش کرتے ہیں؟
uqa_valid	لیکن اسے عالمی پیمانے پر سیٹلائٹس سے <ans> کاربن سائیکل </ans> کی نگرانی کا ایک ممکنہ طریقہ کے طور پر تجویز کیا گیا ہے۔	کس واقعے کی نگرانی کے لئے پودوں سے تابکاری کی پیمائش معلومات فراہم کرے گی؟	کون سا کردار اس کی عالمی سطح پر ایک ممکنہ طور پر ایک ممکنہ مصنوعات کا نام ہے؟	کس قسم کی جانچ پڑتال کی منصوبہ بندی کی جاتی ہے؟
uqa_valid	کچھ ریموٹ سینسنگ سائنسدانوں نے ان بینڈوں میں پودوں کی چھتریوں سے آنے والی تابکاری کی پیمائش کا استعمال کرتے ہوئے <ans> سیٹلائٹ پلیٹ فارم </ans> سے پودوں کی صحت کی حیثیت کی خصوصیات پیش کرنے کی تجویز پیش کی ہے۔	سائنسدان پودوں کی تابکاری کو کہاں سے ماپنا چاہتے ہیں؟	کچھ سائنسدان کس چیز سے صحت کی تجویز کرتے ہیں؟	کچھ سائنسدان کس چیز سے بنے ہوتے ہیں؟
uqa_valid	لیکن یہ عالمی پیمانے پر <ans> سیٹلائٹس </ans> سے کاربن سائیکل کی نگرانی کا ایک ممکنہ طریقہ تجویز کیا گیا ہے۔	سائنسدان پودوں کی تابکاری کو کہاں سے ماپنا چاہتے ہیں؟	کون سا سائیکل سائیکل کی عالمی سطح پر ایک سائیکل شدہ مقام ہے؟	سینٹ بارٹس میں سائیکل کی نگرانی کون کرتا ہے؟
uqa_valid	کچھ ریموٹ سینسنگ سائنسدانوں نے ان بینڈوں میں پودوں کی چھتریوں سے آنے والی تابکاری کی پیمائش کا استعمال کرتے ہوئے <ans> سیٹلائٹ </ans> پلیٹ فارم سے پودوں کی صحت کی حیثیت کی خصوصیات پیش کرنے کی تجویز پیش کی ہے۔	سائنسدان پودوں کی تابکاری کو کہاں سے ماپنا چاہتے ہیں؟	کچھ سائنسدان پودوں کی پودے کس قسم کی پلیٹ فارم کی پیش گوئی کی جا سکتی ہے؟	کچھ سائنسدان کس قسم کی پلیٹ فارم سے صحت کی صحت کی پیش گوئی کرتے ہیں؟
uqa_valid	لیکن اسے <ans> عالمی </ans> پیمانے پر سیٹلائٹ سے کاربن سائیکل کی نگرانی کا ایک ممکنہ طریقہ کے طور پر تجویز کیا گیا ہے۔	سائنسدان پودوں کی پیمائش کس پیمانے پر دکھائیں گے؟	آپ کو سائیکل کی نگرانی کے لئے ایک طریقہ کیا ہے؟	کس قسم کے پیمانے پر سیٹلائٹ سائیکل کی نگرانی کا ایک طریقہ استعمال کیا گیا ہے؟
uqa_valid	لیکن اسے <ans> عالمی پیمانے پر </ans> سیٹلائٹ سے کاربن سائیکل کی نگرانی کا ایک ممکنہ طریقہ کے طور پر تجویز کیا گیا ہے۔	سائنسدان پودوں کی پیمائش کس پیمانے پر دکھائیں گے؟	سیٹلائٹ کی سائیکل کی نگرانی کے لئے ایک اور طریقہ کیا ہے؟	اس عمل کو کیا کہا جاتا ہے جس کی وجہ سے سائیکل سائیکل کی نگرانی کی گئی ہے؟
uqa_valid	کچھ <ans> ریموٹ سینسنگ </ans> سائنسدانوں نے ان بینڈوں میں پودوں کی چھتریوں سے آنے والی تابکاری کی پیمائش کا استعمال کرتے ہوئے سیٹلائٹ پلیٹ فارم سے پودوں کی صحت کی حیثیت کی خصوصیات پیش کرنے کی تجویز پیش کی ہے۔	سائنسدان عالمی تابکاری کی پیمائش کے لئے کس قسم کے سینسنگ کا استعمال کرنا پسند کرتے ہیں؟	کون سا سائنسدان ان کی خصوصیات کی پیمائش کی پیمائش کی پیمائش کی پیمائش کی پیمائش کی پیش گوئی کی جارہی ہے؟	کس سائنسدان نے ان کی خصوصیات کی خصوصیات کی پیمائش کی؟
uqa_valid	کچھ <ans> ریموٹ </ans> سینسنگ سائنسدانوں نے ان بینڈوں میں پودوں کی چھتریوں سے آنے والی تابکاری کی پیمائش کا استعمال کرتے ہوئے سیٹلائٹ پلیٹ فارم سے پودوں کی صحت کی حیثیت کی خصوصیات پیش کرنے کی تجویز پیش کی ہے۔	سائنسدان عالمی تابکاری کی پیمائش کے لئے کس قسم کے سینسنگ کا استعمال کرنا پسند کرتے ہیں؟	کون سی سینس بیرونی خصوصیات نے بیرونی خصوصیات کی پیمائش کی پیمائش کی؟	سینسنگ سائنسدانوں نے شمسی تابکاری کی پیمائش کی پیمائش کرنے کے لئے کیا استعمال کیا؟
uqa_valid	ٹرپلٹ شکل میں ، O 2 مالیکیول <ans> پیرا مقناطیسی </ans> ہوتے ہیں۔	ٹرپلٹ O2 کی کیا مقناطیسی خصوصیت ہے؟	شکل میں شکل میں کیا ہوتا ہے؟	شکل میں شکل میں کیا ہوتا ہے؟
uqa_valid	<ans> مائع آکسیجن </ans> ایک مقناطیس کی طرف کافی حد تک راغب ہوتا ہے کہ ، لیبارٹری مظاہروں میں ، مائع آکسیجن کا ایک پل ایک طاقتور مقناطیس کے قطبوں کے مابین اپنے وزن کے خلاف تعاون کیا جاسکتا ہے۔	تجربات میں، کس عنصر کا ایک پل مقناطیس کے قطبوں کے درمیان بنایا جا سکتا ہے؟	مقناطیس کی معقطیس کی وجہ سے کیا ہوتا ہے؟	ایک مققطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مق
uqa_valid	مائع آکسیجن ایک مقناطیس کی طرف کافی حد تک راغب ہوتا ہے کہ ، لیبارٹری مظاہروں میں ، <ans> مائع آکسیجن </ans> کا ایک پل ایک طاقتور مقناطیس کے قطبوں کے مابین اپنے وزن کے خلاف تعاون کیا جاسکتا ہے۔	تجربات میں، کس عنصر کا ایک پل مقناطیس کے قطبوں کے درمیان بنایا جا سکتا ہے؟	ایک مقناطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس کے درمیان ایک ہم آہنگ کیا	ایک مقناطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مق
uqa_valid	مائع آکسیجن ایک مقناطیس کی طرف کافی حد تک راغب ہوتا ہے کہ ، لیبارٹری مظاہروں میں ، مائع <ans> آکسیجن </ans> کا ایک پل ایک طاقتور مقناطیس کے قطبوں کے مابین اپنے وزن کے خلاف تعاون کیا جاسکتا ہے۔	تجربات میں، کس عنصر کا ایک پل مقناطیس کے قطبوں کے درمیان بنایا جا سکتا ہے؟	مائع کی معقطیس کے درمیان ایک اور مققناطیس کیا ہے؟	مائع کی ایک معقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس مقطیس
uqa_valid	یعنی ، جب وہ مقناطیسی میدان کی موجودگی میں ہوتا ہے تو وہ آکسیجن کو مقناطیسی کردار دیتے ہیں ، کیونکہ مالیکیول میں <ans> غیر جوڑے والے الیکٹرانوں </ans> کے اسپن مقناطیسی لمحات ، اور پڑوسی O 2 مالیکیول کے مابین منفی تبادلہ توانائی۔	آکسیجن کے مالیکیولوں پر مقناطیسی اثر پیدا کرنے والا کس چیز کا گھومنا؟	مقناطیسی میدان میں مقناطیسی میدان میں مقناطیسی جذبات کی مقدار میں اضافے کے لئے کیا استعمال کیا جاتا ہے؟	مقناطیسی میدان میں مقناطیسی میدان کے مقناطیسی شعبوں کو کیا کہا جاتا ہے؟
uqa_valid	یعنی ، جب وہ مقناطیسی میدان کی موجودگی میں ہوتے ہیں تو وہ آکسیجن کو مقناطیسی کردار دیتے ہیں ، کیونکہ <ans> مالیکیول میں غیر جوڑے والے الیکٹرانوں </ans> کے اسپن مقناطیسی لمحات ، اور پڑوسی O 2 مالیکیول کے مابین منفی تبادلہ توانائی۔	آکسیجن کے مالیکیولوں پر مقناطیسی اثر پیدا کرنے والا کس چیز کا گھومنا؟	مقناطیسی میدان میں مقناطیسی میدان کے مقناطیسی میدان میں کیا تبدیلی آئی؟	مقناطیسی میدان میں مقناطیسی میدان کے مقناطیسی میدان کو کیا کہا جاتا ہے؟
uqa_valid	یعنی ، جب وہ <ans> مقناطیسی میدان </ans> کی موجودگی میں ہوتا ہے تو وہ آکسیجن کو مقناطیسی کردار دیتے ہیں ، کیونکہ مالیکیول میں غیر جوڑے والے الیکٹرانوں کے اسپن مقناطیسی لمحات ، اور پڑوسی O 2 مالیکیول کے مابین منفی تبادلہ توانائی۔	آکسیجن مالیکیولز میں مقناطیسی اثر پیدا کرنے کے لئے کس قسم کے میدان کی ضرورت ہے؟	کیا ایک موجودگی کے دوران ایک اور غیر موجودگی کے طور پر دیکھا جاتا ہے؟	کس قسم کی موجودگی کی موجودگی میں موجودگی کو ظاہر کرنے میں مدد کی جاتی ہے؟
uqa_valid	یعنی ، جب وہ مقناطیسی میدان کی موجودگی میں ہوتا ہے تو وہ آکسیجن کو مقناطیسی کردار دیتے ہیں ، کیونکہ مالیکیول میں غیر جوڑے والے الیکٹرانوں کے اسپن <ans> مقناطیسی </ans> لمحات ، اور پڑوسی O 2 مالیکیول کے مابین منفی تبادلہ توانائی۔	آکسیجن مالیکیولز میں مقناطیسی اثر پیدا کرنے کے لئے کس قسم کے میدان کی ضرورت ہے؟	غیر موجودگی کے غیر موجودگی کے ساتھ کیا ہوتا ہے؟	مقناطیسی میدان میں غیر موجودگی غیر موجودگی کے طور پر کیا استعمال کیا جاتا ہے؟
uqa_valid	یعنی ، جب وہ <ans> مقناطیسی </ans> میدان کی موجودگی میں ہوتا ہے تو وہ آکسیجن کو مقناطیسی کردار دیتے ہیں ، کیونکہ مالیکیول میں غیر جوڑے والے الیکٹرانوں کے اسپن مقناطیسی لمحات ، اور پڑوسی O 2 مالیکیول کے مابین منفی تبادلہ توانائی۔	آکسیجن مالیکیولز میں مقناطیسی اثر پیدا کرنے کے لئے کس قسم کے میدان کی ضرورت ہے؟	کیا موجودگی کی موجودگی میں موجودگی کے مقناطیسی میدان میں مقناطیسی جذبات کو ظاہر کرنے کے لئے مقناطیسی میدان میں مقناطیسی میدان میں اضافہ ہوتا ہے؟	کس قسم کی موجودگی موجودگی کی موجودگی میں موجودگی کو ظاہر کرتی ہے؟
uqa_valid	مائع آکسیجن ایک مقناطیس کی طرف کافی حد تک راغب ہوتا ہے کہ ، لیبارٹری مظاہروں میں ، مائع آکسیجن کا ایک پل <ans> طاقتور مقناطیس </ans> کے قطبوں کے مابین اپنے وزن کے خلاف تعاون کیا جاسکتا ہے۔	مائع آکسیجن میں شامل مقناطیسی کششوں کو جانچنے کے لئے کون سا آلہ استعمال کیا جاتا ہے؟	مائع کے درمیان ایک مائع کے طور پر کس مائع کے قطب کے خلاف مزاحمت کی جا سکتی ہے؟	مائع کی وجہ سے مائع مائع کے درمیان کس مائع کے قطب کے خلاف مزاحمت کی جا سکتی ہے؟
uqa_valid	مائع آکسیجن ایک مقناطیس کی طرف کافی حد تک راغب ہوتا ہے کہ ، لیبارٹری مظاہروں میں ، مائع آکسیجن کا ایک پل <ans> ایک طاقتور مقناطیس </ans> کے قطبوں کے مابین اپنے وزن کے خلاف تعاون کیا جاسکتا ہے۔	مائع آکسیجن میں شامل مقناطیسی کششوں کو جانچنے کے لئے کون سا آلہ استعمال کیا جاتا ہے؟	مائع کے درمیان ایک مائع کی ایک وجہ کیا ہے؟	مائع کی وجہ سے مائع مائع کے درمیان کس مائع کے قطب کے خلاف مزاحمت کی جا سکتی ہے؟
uqa_valid	مائع آکسیجن ایک مقناطیس کی طرف کافی حد تک راغب ہوتا ہے کہ ، لیبارٹری مظاہروں میں ، مائع آکسیجن کا ایک پل ایک طاقتور <ans> مقناطیس </ans> کے قطبوں کے درمیان اپنے وزن کے خلاف تعاون کیا جاسکتا ہے۔	مائع آکسیجن میں شامل مقناطیسی کششوں کو جانچنے کے لئے کون سا آلہ استعمال کیا جاتا ہے؟	مائع کے دوران کس مائع کے قطب کے درمیان مائع کی دلیل کا تعین کیا جا سکتا ہے؟	مائع کے دوران کس مائع کے قطب کے درمیان مائع کے خلاف مزاحم ہوتی ہے؟
uqa_valid	ری ایکٹو آکسیجن پرجاتیوں ، جیسے سپر آکسائڈ آئن (O− 2) اور ہائیڈروجن پیرو آکسائڈ (H 2O 2) ، حیاتیات میں آکسیجن کے استعمال کے <ans> خطرناک ضمنی مصنوعات </ans> ہیں۔	آکسیجن کی رد عمل کی شکلیں حیاتیات میں کیا پیدا کرتی ہیں؟	ایک سپر fO2 اور enO2 استعمال کیا ہے؟	ایک جذب شدہ fOO2 کیا استعمال کرتا ہے؟
uqa_valid	اعلی حیاتیات کے <ans> مضموناتی نظام </ans> کے کچھ حصے حملہ آور مائکروبس کو تباہ کرنے کے لئے پیرو آکسائڈ ، سپر آکسائڈ ، اور سنگل آکسیجن پیدا کرتے ہیں۔	آکسیجن کی رد عمل کی شکلیں حیاتیات میں کیا پیدا کرتی ہیں؟	حیاتیات کے نظام کو کس طرح کے نظام میں تقسیم کیا جاتا ہے؟	حیاتیات کے نظام کے نظام کو تباہ کرنے کے لئے کون سا نظام استعمال کیا جاتا ہے؟
uqa_valid	ری ایکٹو آکسیجن پرجاتیوں ، جیسے سپر آکسائیڈ آئن (O− 2) اور ہائیڈروجن پیرو آکسائیڈ (H 2O 2) ، <ans> جسموں میں آکسیجن کے استعمال کی خطرناک ضمنی مصنوعات </ans> ہیں۔	آکسیجن کی رد عمل کی شکلیں حیاتیات میں کیا پیدا کرتی ہیں؟	ری سپر ون اور نیل ون اور نیل ون اور کیا شامل ہیں؟	ایک سپر ferOO کیا ہے؟
uqa_valid	اعلی حیاتیات کے مدافعتی نظام کے کچھ حصے <ans> حملہ آور مائکروبس کو تباہ کرنے کے لئے </ans> پیرو آکسائیڈ ، سپر آکسائیڈ ، اور سنگل آکسیجن پیدا کرتے ہیں۔	حیاتیات پیرو آکسائیڈ اور سپر آکسائیڈ کس مقصد کے لئے بناتے ہیں؟	حیاتیات کے مدافعتی نظام کے نظام کے نظام کو کیا کہا جاتا ہے؟	اعلی حیاتیات کے مدافعتی نظام کو کیا کہا جاتا ہے؟
uqa_valid	اعلی حیاتیات کے مدافعتی نظام کے کچھ حصے پیرو آکسائیڈ ، سپر آکسائیڈ ، اور سنگل آکسیجن <ans> حملہ آور مائکروبس کو تباہ کرنے کے لئے </ans> تخلیق کرتے ہیں۔	حیاتیات پیرو آکسائیڈ اور سپر آکسائیڈ کس مقصد کے لئے بناتے ہیں؟	ایک حیاتیات کے نظام کے نظام کے نظام میں کیا شامل ہے؟	ایک حیاتیات کے نظام کا مقصد کیا ہے؟
uqa_valid	ری ایکٹو آکسیجن پرجاتیوں کا <ans> پیٹوجین حملے </ans> کے خلاف پودوں کے انتہائی حساس ردعمل میں بھی اہم کردار ادا کرتا ہے۔	ری ایکٹو آکسیجن پودوں کے دفاع میں کس کے خلاف کام کرتا ہے؟	ری ایکٹو پرجاتیوں کے خلاف کس قسم کے پودے کا اہم کردار ادا کرتا ہے؟	ریٹو کس قسم کے پودے کے خلاف اہم کردار ادا کرتا ہے؟
uqa_valid	ری ایکٹو آکسیجن پرجاتیوں کا <ans> پیٹوجین </ans> حملے کے خلاف پودوں کے انتہائی حساس ردعمل میں بھی اہم کردار ادا کرتا ہے۔	ری ایکٹو آکسیجن پودوں کے دفاع میں کس کے خلاف کام کرتا ہے؟	ری ایکٹو پرجاتیوں کے خلاف کیا اہم کردار ادا کرتا ہے؟	ری پودوں کس قسم کے حملے کے خلاف اہم کردار ادا کرتا ہے؟
uqa_valid	آکسیجن لازمی طور پر <ans> اینایروبک </ans> حیاتیات کے لئے زہریلا ہے ، جو زمین پر ابتدائی زندگی کی غالب شکل تھی جب تک کہ آکسیجن 2 تقریبا 2.	کس قسم کے حیاتیات کے لئے آکسیجن زہریلا ہے؟	حیاتیات کی زندگی کی غالب شکل کیا ہے؟	حیاتیات کی زندگی کی غالب شکل کیا ہے؟
